"partner_id","partner_sub_id","partner_sub_weekly","partner_name","partner_name_country","merchant_name","merchant_id","log_merchant_name","partner_country","country_code","rpid_field","created_field","launch_date","insurance_naming_convention","compliance_naming_convention","partner_billing","insurance_product","monthly_payment","stel_switch","steb_switch","quasar","parent_company","screen_only","compliance_grouping","mobile_region","ce_region","zone_number"
mma_ib,acs_es,MMIB_MON,MediaMarkt Spain,MediaMarkt Spain,MediaMarkt Spain Monthly ACS Credit Card (Quasar),subscrip_mmesmonthlyacsquasar06302021,MMES_MONTHLY_APPLECARE_CC,Spain,ES,string_16,purchase_date,2021-09-13,MediaMarkt Spain,MediaMarkt Spain,true,true,true,2020-09-10,2999-01-01,true,MediaMarkt,false,EU,iberia retailers,iberia,3
mma_ib,acs_es,MMIB_UP,MediaMarkt Spain,MediaMarkt Spain,MediaMarkt Spain Upfront ACS,subscrip_mmesupfrontacs06302021,MMES_UPFRONT_APPLECARE,Spain,ES,string_16,purchase_date,2021-09-13,MediaMarkt Spain,MediaMarkt Spain,false,true,false,2020-09-10,2999-01-01,false,MediaMarkt,false,EU,iberia retailers,iberia,3
mma_ib,acs_es,MMIB_MON,MediaMarkt Spain,MediaMarkt Spain,MediaMarkt Spain Monthly ACS (Online),subscrip_mmesmonthlyacs06302021,MMES_MONTHLY_APPLECARE_ONLINE,Spain,ES,string_16,purchase_date,2021-09-13,MediaMarkt Spain,MediaMarkt Spain,false,true,true,2020-09-10,2999-01-01,false,MediaMarkt,false,EU,iberia retailers,iberia,3
mma_ib,acs_es,MMIB_MON,MediaMarkt Spain,MediaMarkt Spain,MediaMarkt Spain Monthly ACS (SEPA),subscrip_mmesmonthlyacssepa06302021,MMES_MONTHLY_APPLECARE_SEPA,Spain,ES,string_16,purchase_date,2021-09-13,MediaMarkt Spain,MediaMarkt Spain,false,true,true,2020-09-10,2999-01-01,false,MediaMarkt,false,EU,iberia retailers,iberia,3
fna_pt,fna_pt,fna_pt,Fnac Portugal,Fnac Portugal,Fnac Portugal Monthly Repair,subscrip_fnacptr11182024,FNAC_PT_MONTHLY_REPAIR,Portugal,PT,string_16,purchase_date,2024-04-01,Fnac Portugal,Fnac Portugal,true,true,true,2020-01-01,2999-01-01,true,Fnac,false,EU,iberia retailers,iberia,3
fna_pt,fna_pt,fna_pt,Fnac Portugal,Fnac Portugal,Fnac Portugal Upfront,subscrip_fnacptu04012024,FNAC_PT_UPFRONT,Portugal,PT,string_16,purchase_date,2024-04-01,Fnac Portugal,Fnac Portugal,true,true,false,2020-01-01,2999-01-01,false,Fnac,false,EU,iberia retailers,iberia,3
fna_pt,fna_pt,fna_pt,Fnac Portugal,Fnac Portugal,Fnac Portugal Monthly,subscrip_fnacptm04012024,FNAC_PT_MONTHLY,Portugal,PT,string_16,purchase_date,2024-04-01,Fnac Portugal,Fnac Portugal,false,true,true,2020-01-01,2999-01-01,true,Fnac,false,EU,iberia retailers,iberia,3
fna_pt,fna_pt,fna_pt,Fnac Portugal,Fnac Portugal,Fnac Portugal Upfront - Extension Warranty,subscrip_fnacptuext04012024,FNAC_PT_UPFRONT_EXT,Portugal,PT,string_16,purchase_date,2024-04-01,Fnac Portugal,Fnac Portugal,true,true,false,2020-01-01,2999-01-01,false,Fnac,false,EU,iberia retailers,iberia,3
mag_at,mag_at,TM_AT,Magenta,Magenta Austria,T-Mobile Austria,subscrip_tmba308082015,,Austria,AT,string_16,create_date,2014-10-01,Magenta,Magenta,false,true,true,2020-09-10,2999-01-01,false,Magenta,false,EU,eu operators,central eu,1
mag_at,mag_at,TM_AT,Magenta,Magenta Austria,T-Mobile Austria,subscrip_tmba208082015,,Austria,AT,string_16,create_date,2014-10-01,Magenta,Magenta,false,true,true,2020-09-10,2999-01-01,false,Magenta,false,EU,eu operators,central eu,1
mag_at,mag_at,TM_AT,Magenta,Magenta Austria,T-Mobile Austria,subscrip_tmba108082015,,Austria,AT,string_16,create_date,2014-10-01,Magenta,Magenta,false,true,true,2020-09-10,2999-01-01,false,Magenta,false,EU,eu operators,central eu,1
mag_at,mag_at,TM_AT,Magenta,Magenta Austria,T-Mobile Austria,subscrip_tmba708082015,"TMA_TELERING_7080, TMA_TMOBILE_7080",Austria,AT,string_16,create_date,2014-10-01,Magenta,Magenta,false,true,true,2020-09-10,2999-01-01,false,Magenta,false,EU,eu operators,central eu,1
mag_at,mag_at,TM_AT,Magenta,Magenta Austria,T-Mobile Austria,subscrip_tmba608082015,"TMA_TELERING_6080, TMA_TMOBILE_6080",Austria,AT,string_16,create_date,2014-10-01,Magenta,Magenta,false,true,true,2020-09-10,2999-01-01,false,Magenta,false,EU,eu operators,central eu,1
mag_at,mag_at,TM_AT,Magenta,Magenta Austria,T-Mobile Austria,subscrip_tmba508082015,"TMA_TELERING_5080, TMA_TMOBILE_5080",Austria,AT,string_16,create_date,2014-10-01,Magenta,Magenta,false,true,true,2020-09-10,2999-01-01,false,Magenta,false,EU,eu operators,central eu,1
mag_at,mag_at,TM_AT,Magenta,Magenta Austria,T-Mobile Austria,subscrip_tmba408082015,"TMA_TELERING_4080, TMA_TMOBILE_4080",Austria,AT,string_16,create_date,2014-10-01,Magenta,Magenta,false,true,true,2020-09-10,2999-01-01,false,Magenta,false,EU,eu operators,central eu,1
eli_fi,eli_fi,Elisa,Elisa,Elisa Finland,Elisa,subscrip_elsa08242023,ELISA UPFRONT,Finland,FI,string_16,create_date,2023-08-24,Elisa,Elisa,true,true,false,2020-09-10,2999-01-01,false,Elisa,false,EU,eu operators,nordics,1
eli_fi,eli_fi,Elisa,Elisa,Elisa Finland,Elisa,subscrip_elsa14071410,"ELISA_STORE, ELISA_ONLINE",Finland,FI,string_16,create_date,2014-06-01,Elisa,Elisa,true,true,true,2020-09-10,2999-01-01,false,Elisa,false,EU,eu operators,nordics,1
tdc_dk,tdc_dk,TDC,YouSee,YouSee Denmark,TDC Denmark/YouSee Credit Card,subscrip_tdcd01012020,,Denmark,DK,string_16,create_date,2015-12-01,TDC,TDC,false,true,true,2020-09-10,2999-01-01,false,TDC,false,EU,eu operators,nordics,1
tdc_dk,tdc_dk,TDC,YouSee,YouSee Denmark,TDC Denmark/YouSee,subscrip_tdcd15031311,,Denmark,DK,string_16,create_date,2015-12-01,TDC,TDC,false,true,true,2020-09-10,2999-01-01,false,TDC,false,EU,eu operators,nordics,1
tln_dk,tln_dk,Telenor_DK,Telenor Denmark,Telenor Denmark,Telenor Denmark (Screen Only),subscrip_tlnrscreen10172019,,Denmark,DK,string_16,create_date,2020-04-27,Telenor Denmark,Telenor Denmark,true,true,true,2020-09-10,2999-01-01,false,Telenor,true,EU,eu operators,nordics,1
tln_dk,tln_dk,Telenor_DK,Telenor Denmark,Telenor Denmark,Telenor Denmark,subscrip_tlnbase09052023,TELENOR_DK_BASE,Denmark,DK,string_16,create_date,2023-05-09,Telenor Denmark,Telenor Denmark,true,true,true,2020-09-10,2999-01-01,false,Telenor,false,EU,eu operators,nordics,1
tln_dk,tln_dk,Telenor_DK,Telenor Denmark,Telenor Denmark,Telenor Denmark (Premium Product),subscrip_tlnrpremium10172019,,Denmark,DK,string_16,create_date,2020-04-27,Telenor Denmark,Telenor Denmark,true,true,true,2020-09-10,2999-01-01,false,Telenor,false,EU,eu operators,nordics,1
tln_dk,tln_dk,Telenor_DK,Telenor Denmark,Telenor Denmark,Telenor Denmark,subscrip_tlnr15040912,TELENOR_STORE,Denmark,DK,string_16,create_date,2015-08-13,Telenor Denmark,Telenor Denmark,true,true,true,2020-09-10,2999-01-01,false,Telenor,false,EU,eu operators,nordics,1
dre_at,dre_at,H3G_AT,Drei,H3G Austria,H3G Austria (Screen Only),subscrip_h3gatckd03062019,,Austria,AT,string_12,create_date,2016-02-15,H3G Austria,H3G Austria,true,true,true,2020-09-10,2999-01-01,false,H3G,true,EU,eu operators,central eu,1
dre_at,dre_at,H3G_AT,Drei,H3G Austria,H3G Austria,subscrip_h3g12142015,,Austria,AT,string_12,create_date,2016-02-15,H3G Austria,H3G Austria,true,true,true,2020-09-10,2999-01-01,false,H3G,false,EU,eu operators,central eu,1
dre_se,dre_se,H3G_SE,H3G Sweden,H3G Sweden,H3G Sweden,subscrip_h3gse09052017,,Sweden,SE,string_16,create_date,2017-11-29,H3G Sweden,H3G Sweden,false,true,true,2020-09-10,2999-01-01,false,H3G,false,EU,eu operators,nordics,1
dna_fi,dna_fi,DNA,DNA,DNA Finland,DNA Finland,subscrip_dna12222015,DNA_STORE,Finland,FI,string_16,create_date,2016-10-01,DNA,DNA,true,true,true,2020-09-10,2999-01-01,false,DNA,false,EU,eu operators,nordics,1
amz_eu,amz_de,Amazon_DE,Amazon,Amazon Germany,Amazon Germany Monthly,subscrip_amznde08012018,AMAZON_DE_MONTHLY,Germany,DE,string_16,purchase_date,2019-06-01,Amazon Germany,Amazon Germany,true,true,true,2020-09-10,2999-01-01,false,Amazon,false,EU,central eu retailers,central eu,2
amz_eu,amz_de,Amazon_DE,Amazon,Amazon Germany,Amazon DE Upfront,subscrip_amzndeu08012018,AMAZON_DE_UPFRONT,Germany,DE,string_16,purchase_date,2021-03-25,Amazon Germany,Amazon Germany,true,true,false,2020-09-10,2999-01-01,false,Amazon,false,EU,central eu retailers,central eu,2
mma_nl,mma_nl,MM_NL,MediaMarkt Netherlands,MediaMarkt Netherlands,MediaMarkt Netherlands Upfront - B2B,subscrip_mmnlub2b10292024,MMNL_UPFRONT_B2B,Netherlands,NL,string_16,purchase_date,2024-10-13,MediaMarkt Netherlands,MediaMarkt Netherlands,false,true,false,2020-09-10,2999-01-01,false,MediaMarkt,false,EU,central eu retailers,central eu,2
mma_nl,mma_nl,MM_NL,MediaMarkt Netherlands,MediaMarkt Netherlands,MediaMarkt Netherlands Upfront Delivery Damage,subscrip_mmnludd04302022,MMNL_UPFRONT_DELIVERY_DAMAGE,Netherlands,NL,string_16,purchase_date,2022-04-01,MediaMarkt Netherlands,MediaMarkt Netherlands,false,true,false,2020-09-10,2999-01-01,false,MediaMarkt,false,EU,central eu retailers,central eu,2
mma_nl,mma_nl,MM_NL,MediaMarkt Netherlands,MediaMarkt Netherlands,MediaMarkt Netherlands Upfront CE,subscrip_mmnluce04302022,MMNL_UPFRONT_CE,Netherlands,NL,string_16,purchase_date,2022-04-01,MediaMarkt Netherlands,MediaMarkt Netherlands,false,true,false,2020-09-10,2999-01-01,false,MediaMarkt,false,EU,central eu retailers,central eu,2
mma_nl,mma_nl,MM_NL,MediaMarkt Netherlands,MediaMarkt Netherlands,MediaMarkt Netherlands Upfront,subscrip_mmnlu04302022,MMNL_UPFRONT,Netherlands,NL,string_16,purchase_date,2022-04-01,MediaMarkt Netherlands,MediaMarkt Netherlands,false,true,false,2020-09-10,2999-01-01,false,MediaMarkt,false,EU,central eu retailers,central eu,2
mma_nl,mma_nl,MM_NL,MediaMarkt Netherlands,MediaMarkt Netherlands,MediaMarkt Netherlands Monthly ,subscrip_mmnlmonthly04012022,MMNL_MONTHLY,Netherlands,NL,string_16,purchase_date,2020-05-01,MediaMarkt Netherlands,MediaMarkt Netherlands,false,true,true,2020-09-10,2999-01-01,false,MediaMarkt,false,EU,central eu retailers,central eu,2
mma_nl,acs_nl,MM_NL,MediaMarkt Netherlands,MediaMarkt Netherlands,MediaMarkt Netherlands Upfront ACS,subscrip_mmnlua07212021,MMNL_UPFRONT_APPLECARE,Netherlands,NL,string_16,purchase_date,2022-04-01,MediaMarkt Netherlands,MediaMarkt Netherlands,false,true,false,2020-09-10,2999-01-01,false,MediaMarkt,false,EU,central eu retailers,central eu,2
mma_nl,acs_nl,MM_NL,MediaMarkt Netherlands,MediaMarkt Netherlands,MediaMarkt Netherlands Monthly ACS,subscrip_mmnlma07212021,MMNL_MONTHLY_APPLECARE,Netherlands,NL,string_16,purchase_date,2020-05-01,MediaMarkt Netherlands,MediaMarkt Netherlands,false,true,true,2020-09-10,2999-01-01,false,MediaMarkt,false,EU,central eu retailers,central eu,2
tph_nl,tph_nl,TPH,PhoneHouse,PhoneHouse Netherlands,PhoneHouse Netherlands,subscrip_phlt20181101,PHNL_STORE,Netherlands,NL,string_16,create_date,2019-01-21,PhoneHouse,PhoneHouse,false,true,true,2020-09-10,2999-01-01,false,PhoneHouse,false,EU,central eu retailers,central eu,2
mma_de,mma_de,MMDE_UP,MediaMarkt Germany,MediaMarkt Germany,MediaMarkt Germany (Screen Only),subscrip_mmdeua06012020,MMDE_UPFRONT_APPLECARE,Germany,DE,string_16,create_date,2020-10-05,MediaMarkt Germany,MediaMarkt Germany,true,true,false,2020-09-10,2999-01-01,false,MediaMarkt,false,EU,central eu retailers,central eu,2
mma_de,mma_de,MMDE_UP,MediaMarkt Germany,MediaMarkt Germany,MediaMarkt Germany (Screen Only),subscrip_mmdes20200201,MM_GERMANY_SCREEN,Germany,DE,string_16,create_date,2019-05-06,MediaMarkt Germany,MediaMarkt Germany,true,true,false,2020-09-10,2999-01-01,false,MediaMarkt,true,EU,central eu retailers,central eu,2
mma_de,mma_de,MMDE_UP,MediaMarkt Germany,MediaMarkt Germany,MediaMarkt Germany Upfront,subscrip_mmdeu05012019,MM_GERMANY_UPFRONT,Germany,DE,string_16,create_date,2019-05-06,MediaMarkt Germany,MediaMarkt Germany,true,true,false,2020-09-10,2999-01-01,false,MediaMarkt,false,EU,central eu retailers,central eu,2
mma_de,mma_de,MMDE_MON,MediaMarkt Germany,MediaMarkt Germany,MediaMarkt Germany Monthly ACS,subscrip_mmdema06012020,MMDE_MONTHLY_APPLECARE,Germany,DE,string_16,create_date,2020-10-05,MediaMarkt Germany,MediaMarkt Germany,true,true,true,2020-09-10,2999-01-01,false,MediaMarkt,false,EU,central eu retailers,central eu,2
mma_de,mma_de,MMDE_MON,MediaMarkt Germany,MediaMarkt Germany,MediaMarkt Germany Monthly,subscrip_mmdem05012019,MM_GERMANY_MONTHLY,Germany,DE,string_16,create_date,2019-05-06,MediaMarkt Germany,MediaMarkt Germany,true,true,true,2020-09-10,2999-01-01,false,MediaMarkt,false,EU,central eu retailers,central eu,2
mma_de,mma_de,MMDE_SERV,MediaMarkt Germany,MediaMarkt Germany,MediaMarkt Germany (Screen Only),subscrip_mmdeserv07312024,MM_GERMANY_SERVICE,Germany,DE,string_16,create_date,2024-09-01,MediaMarkt Germany,MediaMarkt Germany,true,false,false,2020-09-10,1999-01-01,false,MediaMarkt,false,EU,central eu retailers,central eu,2
mma_at,mma_at,MM_AT,MediaMarkt Austria,MediaMarkt Austria,MediaMarkt Austria Monthly,subscrip_mmatm07222024,MMAT_MONTHLY,Austria,AT,string_16,create_date,2024-08-01,MediaMarkt Austria,MediaMarkt Austria,false,true,true,2020-09-10,2099-01-01,false,MediaMarkt,false,EU,central eu retailers,central eu,2
mma_at,mma_at,MM_AT,MediaMarkt Austria,MediaMarkt Austria,MediaMarkt Austria Upfront,subscrip_mmatu07222024,MMAT_UPFRONT,Austria,AT,string_16,create_date,2024-08-01,MediaMarkt Austria,MediaMarkt Austria,false,true,false,2020-09-10,2099-01-01,false,MediaMarkt,false,EU,central eu retailers,central eu,2
mma_hu,mma_hu,MM_HU,MediaMarkt Hungary,MediaMarkt Hungary,MediaMarkt Hungary B2B,subscrip_mmhub2b082824,MMHI_B2B,Hungary,HU,string_16,create_date,2024-08-28,MediaMarkt Hungary,MediaMarkt Hungary,false,true,false,2024-01-13,2024-01-13,false,MediaMarkt,false,EU,central eu retailers,central eu,2
mma_hu,mma_hu,MM_HU,MediaMarkt Hungary,MediaMarkt Hungary,MediaMarkt Hungary Monthly,subscrip_mmhum011624,MMHU_MONTHLY,Hungary,HU,string_16,create_date,2024-01-13,MediaMarkt Hungary,MediaMarkt Hungary,false,true,true,2024-01-13,2024-01-13,false,MediaMarkt,false,EU,central eu retailers,central eu,2
mma_hu,mma_hu,MM_HU,MediaMarkt Hungary,MediaMarkt Hungary,MediaMarkt Hungary Upfront,subscrip_mmhuu011624,MMHU_UPFRONT,Hungary,HU,string_16,create_date,2024-01-13,MediaMarkt Hungary,MediaMarkt Hungary,false,true,false,2024-01-13,2024-01-13,false,MediaMarkt,false,EU,central eu retailers,central eu,2
mma_at,acs_at,MM_AT,MediaMarkt Austria,MediaMarkt Austria,MediaMarkt Austria Upfront ACS,subscrip_mmatua06302021,MMAT_UPFRONT_APPLECARE,Austria,AT,string_16,create_date,2021-10-13,MediaMarkt Austria,MediaMarkt Austria,false,true,false,2020-09-10,2999-01-01,false,MediaMarkt,false,EU,central eu retailers,central eu,2
mma_at,acs_at,MM_AT,MediaMarkt Austria,MediaMarkt Austria,MediaMarkt Austria Monthly ACS,subscrip_mmatma06302021,MMAT_MONTHLY_APPLECARE,Austria,AT,string_16,create_date,2021-10-13,MediaMarkt Austria,MediaMarkt Austria,false,true,true,2020-09-10,2999-01-01,false,MediaMarkt,false,EU,central eu retailers,central eu,2
mma_be,mma_be,MM_BE,MediaMarkt Belgium,MediaMarkt Belgium,MediaMarkt Belgium Monthly,subscrip_mmbem06012023,MMBE_MONTHLY,Belgium,BE,string_16,create_date,2023-06-01,MediaMarkt Belgium,MediaMarkt Belgium,false,true,true,2020-09-10,2020-09-10,false,MediaMarkt,false,EU,central eu retailers,central eu,2
mma_be,mma_be,MM_BE,MediaMarkt Belgium,MediaMarkt Belgium,MediaMarkt Belgium Upfront - Delivery Damage,subscrip_mmbeudd06012023,MMBE_UPFRONT_DD,Belgium,BE,string_16,create_date,2023-06-01,MediaMarkt Belgium,MediaMarkt Belgium,false,true,false,2020-09-10,2020-09-10,false,MediaMarkt,false,EU,central eu retailers,central eu,2
mma_be,mma_be,MM_BE,MediaMarkt Belgium,MediaMarkt Belgium,MediaMarkt Belgium Upfront - Extension Warranty,subscrip_mmbeuext06012023,MMBE_UPFRONT_EXT,Belgium,BE,string_16,create_date,2023-06-01,MediaMarkt Belgium,MediaMarkt Belgium,false,false,false,2020-09-10,2020-09-10,false,MediaMarkt,false,EU,central eu retailers,central eu,2
mma_be,mma_be,MM_BE,MediaMarkt Belgium,MediaMarkt Belgium,MediaMarkt Belgium Upfront - ADH,subscrip_mmbeuadh06012023,MMBE_UPFRONT_ADH,Belgium,BE,string_16,create_date,2023-06-01,MediaMarkt Belgium,MediaMarkt Belgium,false,true,false,2020-09-10,2020-09-10,false,MediaMarkt,false,EU,central eu retailers,central eu,2
mma_lu,mma_lu,MM_LU,MediaMarkt Luxembourg,MediaMarkt Luxembourg,MediaMarkt Luxembourg Upfront - Extension Warranty,subscrip_mmluuext06012023,MMLU_UPFRONT_EXT,Luxembourg,LU,string_16,create_date,2023-06-01,MediaMarkt Luxembourg,MediaMarkt Luxembourg,false,false,false,2020-09-10,2020-09-10,false,MediaMarkt,false,EU,central eu retailers,central eu,2
mma_lu,mma_lu,MM_LU,MediaMarkt Luxembourg,MediaMarkt Luxembourg,MediaMarkt Luxembourg Monthly,subscrip_mmlum06012023,MMLU_MONTHLY,Luxembourg,LU,string_16,create_date,2023-06-01,MediaMarkt Luxembourg,MediaMarkt Luxembourg,false,true,true,2020-09-10,2020-09-10,false,MediaMarkt,false,EU,central eu retailers,central eu,2
mma_lu,mma_lu,MM_LU,MediaMarkt Luxembourg,MediaMarkt Luxembourg,MediaMarkt Luxembourg Upfront - Delivery Damage,subscrip_mmluudd06012023,MMLU_UPFRONT_DD,Luxembourg,LU,string_16,create_date,2023-06-01,MediaMarkt Luxembourg,MediaMarkt Luxembourg,false,true,false,2020-09-10,2020-09-10,false,MediaMarkt,false,EU,central eu retailers,central eu,2
mma_lu,mma_lu,MM_LU,MediaMarkt Luxembourg,MediaMarkt Luxembourg,MediaMarkt Luxembourg Upfront - ADH,subscrip_mmluuadh06012023,MMLU_UPFRONT_ADH,Luxembourg,LU,string_16,create_date,2023-06-01,MediaMarkt Luxembourg,MediaMarkt Luxembourg,false,true,false,2020-09-10,2020-09-10,false,MediaMarkt,false,EU,central eu retailers,central eu,2
tln_se_amtrust,tln_se_amtrust,Telenor_SE_Amtrust,Telenor Sweden AmTrust,Telenor Sweden AmTrust,Telenor Sweden Monthly AMT B2B,subscrip_tlnsemamtb2b01302025,TELENOR_SE_MONTHLY_AMT_B2B,Sweden,SE,string_16,purchase_date,2025-04-10,Telenor Sweden AmTrust,Telenor Sweden AmTrust,true,true,true,2020-09-10,2999-01-01,false,Telenor,false,EU,eu operators,nordics,1
tln_se_amtrust,tln_se_amtrust,Telenor_SE_Amtrust,Telenor Sweden AmTrust,Telenor Sweden AmTrust,Telenor Sweden Monthly AMT,subscrip_tlnsemamt01302025,TELENOR_SE_MONTHLY_AMT,Sweden,SE,string_16,purchase_date,2024-01-01,Telenor Sweden AmTrust,Telenor Sweden AmTrust,true,true,true,2020-09-10,2999-01-01,false,Telenor,false,EU,eu operators,nordics,1
